data,explainer,scale,k,recall,precision,ndcg
MRI,IF,True,40,0.0109890109890109,0.025,0.009959661329671
MRI,IF,True,50,0.0219780219780219,0.04,0.0194334956215848
MRI,IF,True,60,0.0329670329670329,0.05,0.0283952466861964
MRI,IF,True,70,0.0439560439560439,0.0571428571428571,0.0368168046469936
MRI,IF,True,80,0.0659340659340659,0.075,0.0532243425270357
MRI,IF,True,90,0.0989010989010989,0.1,0.0770960555006577
MRI,IF,True,100,0.0989010989010989,0.09,0.0770960555006577
MRI,HDEXPLAIN,False,10,0.0109890109890109,0.1,0.0161158139986155
MRI,HDEXPLAIN,False,20,0.0109890109890109,0.05,0.0161158139986155
MRI,HDEXPLAIN,False,30,0.0219780219780219,0.0666666666666666,0.0268596899976925
MRI,HDEXPLAIN,False,40,0.0549450549450549,0.125,0.0556596131268478
MRI,HDEXPLAIN,False,50,0.0549450549450549,0.1,0.0556596131268478
MRI,HDEXPLAIN,False,60,0.0549450549450549,0.0833333333333333,0.0556596131268478
MRI,HDEXPLAIN,False,70,0.0549450549450549,0.0714285714285714,0.0556596131268478
MRI,HDEXPLAIN,False,80,0.0769230769230769,0.0875,0.0720912946119944
MRI,HDEXPLAIN,False,90,0.0879120879120879,0.0888888888888888,0.0799412537052404
MRI,HDEXPLAIN,False,100,0.0879120879120879,0.08,0.0799412537052404
MRI,HDEXPLAIN,True,10,0.0,0.0,0.0
MRI,HDEXPLAIN,True,20,0.0,0.0,0.0
MRI,HDEXPLAIN,True,30,0.0109890109890109,0.0333333333333333,0.010411057821123
MRI,HDEXPLAIN,True,40,0.0219780219780219,0.05,0.0203707191507941
MRI,HDEXPLAIN,True,50,0.0329670329670329,0.06,0.0294693053878637
MRI,HDEXPLAIN,True,60,0.0329670329670329,0.05,0.0294693053878637
MRI,HDEXPLAIN,True,70,0.0439560439560439,0.0571428571428571,0.0380491235614244
MRI,HDEXPLAIN,True,80,0.0659340659340659,0.075,0.0545560728002613
MRI,HDEXPLAIN,True,90,0.0989010989010989,0.1,0.0784689535505696
MRI,HDEXPLAIN,True,100,0.1098901098901098,0.1,0.0862628705862247
MRI,RPS,False,10,0.0,0.0,0.0
MRI,RPS,False,20,0.0219780219780219,0.1,0.024706596118466
MRI,RPS,False,30,0.0549450549450549,0.1666666666666666,0.056717416974927
MRI,RPS,False,40,0.0769230769230769,0.175,0.0767186104605853
MRI,RPS,False,50,0.0769230769230769,0.14,0.0767186104605853
MRI,RPS,False,60,0.1208791208791208,0.1833333333333333,0.111718095836761
MRI,RPS,False,70,0.1208791208791208,0.1571428571428571,0.1117180958367611
MRI,RPS,False,80,0.1208791208791208,0.1375,0.1117180958367611
MRI,RPS,False,90,0.1208791208791208,0.1222222222222222,0.1117180958367611
MRI,RPS,False,100,0.1318681318681318,0.12,0.1194939016928328
MRI,IF,True,10,0.0,0.0,0.0
MRI,IF,True,20,0.0109890109890109,0.05,0.0130758516171985
MRI,IF,True,30,0.0109890109890109,0.0333333333333333,0.0130758516171985
MRI,IF,True,40,0.0219780219780219,0.05,0.0229572177295799
MRI,IF,True,50,0.0329670329670329,0.06,0.0320558039666494
MRI,IF,True,60,0.0549450549450549,0.0833333333333333,0.0495812968704327
MRI,IF,True,70,0.0549450549450549,0.0714285714285714,0.0495812968704327
MRI,IF,True,80,0.0769230769230769,0.0875,0.0659361267160505
MRI,IF,True,90,0.0989010989010989,0.1,0.0818366285888303
MRI,IF,True,100,0.0989010989010989,0.09,0.0818366285888303
MRI,HDEXPLAIN,False,10,0.0,0.0,0.0
MRI,HDEXPLAIN,False,20,0.0109890109890109,0.05,0.0134176935848148
MRI,HDEXPLAIN,False,30,0.0329670329670329,0.1,0.0350226356822778
MRI,HDEXPLAIN,False,40,0.0439560439560439,0.1,0.045064167838265
MRI,HDEXPLAIN,False,50,0.0659340659340659,0.12,0.0635303315052649
MRI,HDEXPLAIN,False,60,0.0659340659340659,0.1,0.0635303315052649
MRI,HDEXPLAIN,False,70,0.0659340659340659,0.0857142857142857,0.0635303315052649
MRI,HDEXPLAIN,False,80,0.0769230769230769,0.0875,0.0717835414673336
MRI,HDEXPLAIN,False,90,0.0989010989010989,0.1,0.0877479844742186
MRI,HDEXPLAIN,False,100,0.1098901098901098,0.1,0.0954883778603646
MRI,HDEXPLAIN,True,10,0.0109890109890109,0.1,0.0161158139986155
MRI,HDEXPLAIN,True,20,0.0109890109890109,0.05,0.0161158139986155
MRI,HDEXPLAIN,True,30,0.0219780219780219,0.0666666666666666,0.0264274606335499
MRI,HDEXPLAIN,True,40,0.0329670329670329,0.075,0.0360265985403327
MRI,HDEXPLAIN,True,50,0.0439560439560439,0.08,0.0453287267685891
MRI,HDEXPLAIN,True,60,0.0549450549450549,0.0833333333333333,0.0541650428333545
MRI,HDEXPLAIN,True,70,0.0659340659340659,0.0857142857142857,0.0626477398885375
MRI,HDEXPLAIN,True,80,0.0769230769230769,0.0875,0.0707284900878508
MRI,HDEXPLAIN,True,90,0.0879120879120879,0.0888888888888888,0.0786989700011247
MRI,HDEXPLAIN,True,100,0.0989010989010989,0.09,0.0864928870367798
MRI,RPS,False,10,0.0,0.0,0.0
MRI,RPS,False,20,0.0,0.0,0.0
MRI,RPS,False,30,0.0219780219780219,0.0666666666666666,0.0222940499271674
MRI,RPS,False,40,0.0219780219780219,0.05,0.0222940499271674
MRI,RPS,False,50,0.0329670329670329,0.06,0.0315961781554238
MRI,RPS,False,60,0.0439560439560439,0.0666666666666666,0.0403929406055317
MRI,RPS,False,70,0.0659340659340659,0.0857142857142857,0.0571517214735674
MRI,RPS,False,80,0.0769230769230769,0.0875,0.0652324716728807
MRI,RPS,False,90,0.0769230769230769,0.0777777777777777,0.0652324716728807
MRI,RPS,False,100,0.0879120879120879,0.08,0.0729216690687288
MRI,IF,True,10,0.0219780219780219,0.2,0.0692830941869444
MRI,IF,True,20,0.0439560439560439,0.2,0.0927340079717402
MRI,IF,True,30,0.0439560439560439,0.1333333333333333,0.0927340079717402
MRI,IF,True,40,0.0549450549450549,0.125,0.1024685025092388
MRI,IF,True,50,0.0879120879120879,0.16,0.1300469334540507
MRI,IF,True,60,0.0879120879120879,0.1333333333333333,0.1300469334540507
MRI,IF,True,70,0.0989010989010989,0.1285714285714285,0.1385296305092337
MRI,IF,True,80,0.1098901098901098,0.125,0.1467060892794234
MRI,IF,True,90,0.1098901098901098,0.1111111111111111,0.1467060892794234
MRI,IF,True,100,0.1318681318681318,0.12,0.1622075945253311
MRI,HDEXPLAIN,False,10,0.0,0.0,0.0
MRI,HDEXPLAIN,False,20,0.0219780219780219,0.1,0.0245916497117296
MRI,HDEXPLAIN,False,30,0.0219780219780219,0.0666666666666666,0.0245916497117296
MRI,HDEXPLAIN,False,40,0.0329670329670329,0.075,0.034257124466043
MRI,HDEXPLAIN,False,50,0.0329670329670329,0.06,0.034257124466043
MRI,HDEXPLAIN,False,60,0.0549450549450549,0.0833333333333333,0.0517419707322625
MRI,HDEXPLAIN,False,70,0.0549450549450549,0.0714285714285714,0.0517419707322625
MRI,HDEXPLAIN,False,80,0.0769230769230769,0.0875,0.0680953661607149
MRI,HDEXPLAIN,False,90,0.0989010989010989,0.1,0.0840000723142237
MRI,HDEXPLAIN,False,100,0.1098901098901098,0.1,0.0916892697100719
MRI,HDEXPLAIN,True,10,0.0,0.0,0.0
MRI,HDEXPLAIN,True,20,0.0219780219780219,0.1,0.0260564060937414
MRI,HDEXPLAIN,True,30,0.0219780219780219,0.0666666666666666,0.0260564060937414
MRI,HDEXPLAIN,True,40,0.0549450549450549,0.125,0.0557424714604837
MRI,HDEXPLAIN,True,50,0.0659340659340659,0.12,0.0648895197542205
MRI,HDEXPLAIN,True,60,0.0769230769230769,0.1166666666666666,0.0736102584789273
MRI,HDEXPLAIN,True,70,0.0879120879120879,0.1142857142857142,0.0821245787643949
MRI,HDEXPLAIN,True,80,0.0879120879120879,0.1,0.0821245787643949
MRI,HDEXPLAIN,True,90,0.1098901098901098,0.1111111111111111,0.0979025476624642
MRI,HDEXPLAIN,True,100,0.1208791208791208,0.11,0.1055751669304379
MRI,RPS,False,10,0.0,0.0,0.0
MRI,RPS,False,20,0.0,0.0,0.0
MRI,RPS,False,30,0.0,0.0,0.0
MRI,RPS,False,40,0.0,0.0,0.0
MRI,RPS,False,50,0.0,0.0,0.0
MRI,RPS,False,60,0.0329670329670329,0.05,0.0262391930368114
MRI,RPS,False,70,0.0329670329670329,0.0428571428571428,0.0262391930368114
MRI,RPS,False,80,0.0659340659340659,0.075,0.0507267687683775
MRI,RPS,False,90,0.0769230769230769,0.0777777777777777,0.0585960044018344
MRI,RPS,False,100,0.0879120879120879,0.08,0.0662686236698082
MRI,IF,True,10,0.0,0.0,0.0
MRI,IF,True,20,0.0109890109890109,0.05,0.0116307445012674
MRI,IF,True,30,0.0329670329670329,0.1,0.0331256901898257
MRI,IF,True,40,0.0659340659340659,0.15,0.0624125823513354
MRI,IF,True,50,0.0659340659340659,0.12,0.0624125823513354
MRI,IF,True,60,0.0769230769230769,0.1166666666666666,0.0712093448014432
MRI,IF,True,70,0.0989010989010989,0.1285714285714285,0.0883034832604715
MRI,IF,True,80,0.1318681318681318,0.15,0.1126925239540619
MRI,IF,True,90,0.1648351648351648,0.1666666666666666,0.1366693144410898
MRI,IF,True,100,0.1758241758241758,0.16,0.1443923926889216
MRI,HDEXPLAIN,False,10,0.0,0.0,0.0
MRI,HDEXPLAIN,False,20,0.0109890109890109,0.05,0.0124981984416471
