data,temperature,scale,coverage,hit_rate,execution_time
MRI,3.0,False,0.7233333333333334,0.97,32.12793493270874
MRI,6.0,False,0.7033333333333334,0.95,32.166346311569214
MRI,0.03,False,0.74,1.0,32.23251128196716
MRI,0.06,False,0.7433333333333333,1.0,32.3084020614624
MRI,0.1,False,0.75,1.0,32.19706845283508
MRI,0.3,False,0.7533333333333333,0.99,32.371198415756226
MRI,0.6,False,0.7666666666666667,0.99,32.32498216629028
MRI,1.0,False,0.7566666666666667,0.99,32.19579076766968
MRI,3.0,False,0.7366666666666667,0.99,32.29463720321655
MRI,6.0,False,0.7266666666666667,0.95,32.22526288032532
MRI,0.03,False,0.76,1.0,32.20245552062988
MRI,0.06,False,0.76,1.0,32.22354245185852
MRI,0.1,False,0.77,1.0,32.35688924789429
MRI,0.3,False,0.7933333333333333,1.0,32.18246841430664
MRI,0.6,False,0.7733333333333333,0.98,32.151180028915405
MRI,1.0,False,0.7666666666666667,0.98,32.28447604179382
MRI,3.0,False,0.7633333333333333,0.97,32.269126415252686
MRI,6.0,False,0.7233333333333334,0.96,32.040534257888794
MRI,0.03,False,0.7966666666666666,0.98,32.09730315208435
MRI,0.06,False,0.7966666666666666,1.0,32.3137321472168
MRI,0.1,False,0.7966666666666666,0.99,32.24640393257141
MRI,0.3,False,0.8,0.98,32.0984103679657
MRI,0.6,False,0.7966666666666666,0.99,32.7564799785614
MRI,1.0,False,0.7833333333333333,0.97,32.31537866592407
MRI,3.0,False,0.7833333333333333,0.97,32.27155590057373
MRI,6.0,False,0.7566666666666667,0.96,32.29025077819824
MRI,0.03,False,0.82,1.0,32.22461223602295
MRI,0.06,False,0.8166666666666667,1.0,32.09036040306091
MRI,0.1,False,0.81,1.0,32.46404457092285
MRI,0.3,False,0.8333333333333334,1.0,32.35777926445007
MRI,0.6,False,0.8333333333333334,0.99,32.230294942855835
MRI,1.0,False,0.8266666666666667,1.0,32.382718324661255
MRI,3.0,False,0.8,1.0,32.3742151260376
MRI,6.0,False,0.7766666666666666,0.99,32.47413802146912
MRI,0.03,False,0.78,1.0,32.10011601448059
MRI,0.06,False,0.78,1.0,32.227707862854004
MRI,0.1,False,0.7866666666666666,1.0,32.17375993728638
MRI,0.3,False,0.81,0.99,32.31828737258911
MRI,0.6,False,0.8,0.99,32.182459592819214
MRI,1.0,False,0.7966666666666666,0.99,32.19891357421875
MRI,3.0,False,0.7966666666666666,0.99,32.23768210411072
MRI,6.0,False,0.7766666666666666,0.94,32.26745843887329
